Дата,Подія,Опис,Традиції,Як підготуватися
23.03,,"іх змій характеризують її: вшивий -- значить щасливий. два рази на рік - - на Іванів день (24 червня / 7 липня) та Щоб не було вошей, їх не можна рахувати, не можна восени на Здвиження (14 / 27 вересня) або на Покрову прати сорочку в четвер і коли Місяць уповні, не можна (П / 14 жовтня). Навесні ж, 23 березня, в день весняного їсти, коли шукають у голові. Не можна класти на стіл рівнодення, він пробуджує їх від зимового сну. Досі шапку, інакше у її господаря буде стільки вошей, вважається щасливою прикметою, коли в хаті поселяється скільки на столі хлібних крихт. Якщо на покійнику вуж, і залюбки лишають для нього молоко; убити такого багато вошей, це значить, що він праведник і душа його вужа --- найстрашніший гріх. За зміїними й вужиними піде у рай. Поява вошей уві сні- - до багатства. Звідси головами і шкурами визнається цілюща сила. За повір'ям, й прислів'я: «Їж вош, а буде грош»; «Багата, як вош корова, яку ссуть вужі, буде добра на удій. Наречену рогата»; «Чужа вша якщо за комір н...",,
24.03,,"співалися пісні з приспівом «Тай-Ладо!». Рефреном багатьох пісень є Лада, Ладо і Леля. Перші пісні у році їз зверненням до Лади співаються під час «закликання весни». Дозвіл закликати весну питали у Лади або у Богородиці, або у Бога. Пісні на честь Лади виконували: 9 /22 березня (Сорок мучеників), 24 березня / 7 квітня (Благовіщення), 23 квітня / 6 травня (Юріїв день), 1-2 травня / 14-15 травня (свято Лади), 24 червня (Купало), 29 червня / 12 липня (Петрів день). Дівоче свято називалося Ляльник. Дівчата вибирали з-поміж себе найгарнішу, і вона виконувала роль Лялі (Лелі). Цей обряд виконувався напередодні дуже важливого свята - першого вигону худоби. За довге історичне життя класичний приспів «ОЙ дідЛадо!» видозмінювався, втрачаючи первісний зміст. Маємо, наприклад, такий варіант, узятий з веснянкигаївки «А ми просо сіяли»: --- А. ми нивку виорем, виорем, Ой дід-Ладо! виорем, виорем. --- А. мМиИи в поле виїдем, виїдем, Ой дід-Ладо! виїдем, виїдем! - А. ми просо посієм, посієм, Ой дід-Л...",,
25.03,Переддень Благовіщення — день громовиці,"Цей день вважався справжнім початком весни. У народній традиції — це не просто календарна межа, а момент, коли з’являється громовиця — перший небесний вогонь, що будить землю. Саме 25 березня у ритуалах ще сильніше, ніж на саме Благовіщення, збереглося язичницьке очищення: вогонь, дим, стрибки, обряди захисту.

Громовиця — жіночий образ блискавки, що з’являється першою в році. Вона пробуджує не тільки природу, а й людину. Цей день — очищення перед весняною родючістю.","— Палили солом’яні ліжники — символ старого, зимового, хворого. Разом із димом «вивітрювались» недуги й лихі думки.
— Стрибали через вогонь — не як забава, а як акт очищення, переходу до весни.
— Обкурювали одяг, хати й господарство — щоб прогнати нечисту силу, «що зимувала по кутках».
— У діжку з зерном ставили ікону Пресвятої Богородиці — поєднання християнського та дохристиянського: щоб Богородиця благословила майбутній врожай.
— У полі або біля річки можна було побачити дівчат, які співали веснянок — «щоб закликати весну й відпустити біду».","З вечора приготуйте невелике багаття — навіть у дворі чи на кухні (ароматичні трави, пахощі, свіча). Обов’язково обкури димом одяг, взуття, поріг хати. Якщо маєш старий одяг або речі — спали їх або віддай. Це день ритуального прощання зі всім непотрібним.

Постав жменю зерна в діжці, чаші або глиняному горщику — додай до нього образ Богородиці, якщо хочеш зберегти синкретизм традиції. Це буде твій оберіг на врожай, у буквальному й символічному сенсі."
26.03,БЛАГОВІСНИК,"с.3438. Г.Лозко, «Українсько народознавство», с.192. В.Скуратівський, «Русалії», с.168. В.Иванов, В.Топоров, «Бесьм», с.170. О.,Беслова, «Бес», с.164-166; «Бось», с.49. С.Авсринцев, «Бесь», с.92-93. А.Гура, «Символика животньхх...», с.133, 187, 533, 556, 573. БЛАГОВІСНИК -- день після Благовіщення (26 березня / 7 квітня), коли мати-земля пробуджується від зимового сну. Після Благовісника можна розпочинати сівбу, а все, що цього дня народжується, буде «благовісне». На Благовісник суворо заборонялися будь-які роботи; за повір'ям, тоді навіть птахи не в'ють гнізда.",,
27.03,,,,
28.03,,,,
29.03,,"Хрестяться перед початком роботи і в кінці її. Конче треба хреститися, коли гримить, а особливо вперше. Сила хреста уживалася при кожній життєвій потребі. Хрест-навхрест ранньої весни переходили поле, а потім гілками розпалювали навхрест багаття, щоб Сонце побачило кожну ниву й розігнало злі сили. 29 березня відзначали день Хрестопоклоніння. У давнину натільний оберіг у вигляді хрестика називали хрещик. Навесні, перед сівбою ярових, предки випікали печиво у формі хреста. Це робили у дні весняного рівнодення, тобто на язичницьку Масницю, про що свідчить рівносторонність хрестів. У такі хрести запікали зерна, монети. Спечені хрести кришили в козуб з посівним зерном, по запеченій монеті визначали, хто першим має почати сівбу. Хрести з'їдали в день випікання, частину залишали на день сівби, щоб з'їсти в полі, а частину давали худобі, часом ними годували коней 1 худобину на Юрія при першому вигоні. Знак навскісного Хреста трапляється на глиняних чарах, які, мабуть, слугували для чаклування....",,
30.03,,"Page 519



  ТВАРИННИЙ СВІТ  ее ) іо Орнамент «Звірі люті». ХІІ ст. то повертається у барліг і спить ще шість тижнів (до Теплого Олексія, 17 / 30 березня), тому що ще сорок днів буде холодно. (Див. ЗИМА, МЛИН).",,
31.03,ИЛИНИН ДЕНЬ,"ИЛИНИН ДЕНЬ -- 20 квітня. Опівдні цього дня ходять русалки, просячи у людей тканини - - прикрити голе тіло. Вірили, що коли обдарувати русалок хлібом, тканиною, сорочкою або рушничком, то вони убережуть від глибокої води господаря і дітей.",,
01.04,ДЕРЕВА,"топленики і самогубці. Юда має стосунок до персонажів народної демонології. В Україні та Польщі юдою іноді називають чорта. У болгар і македонців юди -- злі демони, які шкодять людям і вночі душать дітей. Уявлення про Юду також пов'язане із «чорними днями»: у лужичан і поляків таким днем вважається 1 квітня - - в цей день народився Юда. (Див. ХРИСТОС, САТАНА, ПЕКЛО, САМОГУБЦІ, ДЕРЕВА -- Осина. Бузина. Вільха)",,
02.04,,,,
03.04,КАЧАЛЬНИКК,"НДРІЯ, МЕЛАНКА, КАША, НІЧ ВОРОЖІННЯ).",,
04.04,,"та. Танці відбуваються між внутрішнім і зовнішнім колом. Специфіка новорічного «данцю» полягає в тому, що хлопці приходять перебраними. Вони не тільки танцюють, а й змагаються у лицедійстві, кожна маска старанно розігрує свою роль. Василя згадували 1 в інші дні року: 13 березня - Василь-крапельник; 4 квітня - - Василь-сонячний; а 24 серпня на честь Василя старалися прибрати стайні, кошари, клуні, стодоли, повітки. У давній Україні рік спочатку починався І березня, з 1348 р.-- І вересня, з 1699 р, -- 1 січня. (Див. МІСЯЦЬ, ЩЕДРИЙ ВЕЧІР, МЕЛАНКА, СПАС, ЩЕДРІВКИ, ВЕЛЕС, НІЧ ВОРОЖІННЯ, ВАСИЛЯ, ПЕРЕХРЕСТЯ, ПЕРЕБЕРІЯ).",,
05.04,,"перскази українців Карпат», с.45. В.Давидюк, «Українська міфологічна легенда», с.37. Е.Мелетинский, «О генезисс...», т. 5, с.77. Н.Стаценко, «Рослини й тварини в народній уяві», с.234. А.Гура, «Символика животньх...», с.286, 682-709; «Кукушка», с.236-238. Зяблик. Цього птаха запрошували найчастіше 5 квітня поклювати біля ганку зерно і крихти - - щоб хліб не виводився, то буде й добро в родині. Індичка -- найслабша і «вриклива» (та, що боїться пристріту) птиця. Аби індички не пропадали, їх слід загодовувати свяченим 1 кропити святою водою, а пташенятам, які тільки-но вилупилися, треба, як 1 гусенятам, припалити на чолопочку пушок страсною свічкою. Голову індички не годиться їсти: «вона дурна і схожа на гадючу». (Див. ПРИСТРІТ, ВОДА, СВІЧКА).",,
06.04,ЯКОВА ДЕНЬ,"...», с.66. О.ЩШокало, «Річне обрядове коло», с.40. Н.Матвссва, «Солицеворот...», с.83. В.Соколова, «Весеннс-летние календарньвюс обрядьг...», с.112, 113, 145-148, 158, 159. В.Иванов, В.Топоров, «Исследования...», с.217-243. А.Гура, «Символика животньх...», с.57, 68, 73, 76, 79 та ін. ЯКОВА ДЕНЬ -- 6 квітня. Увечері перед хатами запалювали багаття. Прославляли світло, проганяли пітьму. 22 жовтня -- «Яків білу крупу на землю посилає, день карнає». Славили Якова 1 13 травня.",,
07.04,,"ятницями», -- дні заступниці породіль та покровительки пологів богині Мокоші. Вони в особливій пошані серед жінок: Перша п'ятниця -- на першому тижні Великого посту. Винагорода: людина убережеться від «скверності і болісності», не помре наглою смертю. Друга -- напередодні Благовіщення (25 березня / 7 квітня). Винагорода: убезпечення від наглої смерті. Третя -- на Страсному тижні Великого посту. Винагорода: «не будеш смутку мати», убережешся від розбійників, а також «мук вічних і нечистого духу». Четверта -- перед Вознесінням. Винагорода: убережешся від утоплення, від великих нестач «спасен буде». П'ята -- перед сходженням Св. Духа. Винагорода: убереження від лихоманки, зубного болю, смерті непокаянної, смертних гріхів, потопу. Шоста -- перед днем строгого посту на Пісного Івана. Винагорода: убереження від сухот, лихоманки. Сьома -- Спасівська, Перунова, перед днем Ілліпророка. Винагорода: убереження від блискавки, голоду, лихоманки, потопу, усіх гріхів. Восьма -- Здвиженська (14/27 вер...",,
08.04,Благовісник,"Благовісник — це день, коли Мати-Земля остаточно пробуджується від зимового сну. Якщо Благовіщення — це подих весни, то Благовісник — її перший крок. У дохристиянські часи цей день вшановувався як священне відновлення зв’язку між землею й людиною.

Земля ще волога, ще «не пробачила» сокири й плуга, але вже чує пісню жайворонка. Вважалося, що саме в цей день боги родючості, зокрема Лада й Ярило, починали свій рух по світу, пробуджуючи зелене й живе.","— У цей день вперше можна було торкатися землі: копнути для «знаку», поставити хрестик або хлібну крихту — як жертву Матері-Землі.
— На Поліссі жінки виходили за село й ставали лицем до сходу, звертаючись до землі зі словами вдячності та прохання про врожай.
— Хлопці спалювали суху траву — «очищували» землю вогнем, готуючи її до весни.
— У деяких селах клали зерно в долоні та тричі прикладали їх до грудей, просячи Ладу дати «зерно в лоно».
— У лісі шукали «сон-траву» — первоцвіт, що вважався оберегом і символом відродження душі.","Напередодні (на Благовіщення) не слід було торкатися землі — але з Благовісника дозволяється й навіть вітається: прогулянка босоніж по першій теплій траві, дотик до землі руками, посадка першої рослини.

Добре запалити свічку з травами (ромашка, звіробій, полин) або розкласти на підвіконні символічну «землю» — жменю ґрунту, зерно, гілочку верби.

Це день, коли потрібно проговорити вголос, що ти хочеш «посіяти» цього року — не лише в землю, а й у життя."
09.04,НАСТАВИЦЯ,"Руси, т. П, с.36. П.Чубинський, «Мудрість віків», кн. І, с. 208. Г. Булашсв, «Український народ...», с.186-188. Хр.Ящуржинский, «О превращениях в малорусских сказках», с.566, А.Афанасьсв, «Позтическис воззрения славян...», т.2, с.128. Б.Рьбаков, «Язьтчество древних славян», с.17. МОТРЯ-НАСТАВИЦЯ -- 9 квітня. Цей день називали ще Полуріпниця. Половину ріпи відбирали на насіння. Коли хлібні запаси закінчувалися, ріпа й капуста допомагали селянам дожити до зеленої цибулі, щавлю, кропиви. 22 листопада -- Зимова Мотря. Якщо вона поставить зиму на ноги, Федір Студита (24 листопада) землю застудить, а сніг випаде вночі на мокру землю, то відкрито зимовий шлях до весни. (Див. ФЕДІР СТУДИТА).",,
10.04,,- 13 серпня. Кедр: 9 --- 18 лютого; 14 --- 23 серпня. Сосна: 19 --28 (29) лютого; 24 серпня - - 2 вересня. Іва: 1-- 10 березня; 3 - - 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
11.04,,"ов'язані певні календарні дні. На Здвиження (14 / 27 вересня) ведмідь лягає у барліг. Серед зими на Оксану Веснопровісницю (24 січня / б лютого) або на Спиридона Сонцеворота (12 / 25 грудня) він повертається в барлозі на інший бік, а встає на Благовіщення (25 березня /7 квітня) або у день Водяника (11 /25 квітня). За уявленнями гуцулів, ведмідь виходить із барлогу на Стрітення (2 / 15 лютого) подивитися на Сонце, що «народжується». Якщо у цей день (або на Явдоху Плющиху, І / 14 березня) він побачить свою тінь,  Ведмідь. Худ. Г. Нарбут. 1917",,
12.04,,,,
13.04,,,,
14.04,,,,
15.04,,"семних пам'ятках під іменами Лелі або Лялі, дочки богині всього сущого Лади. Обидві беруть свій початок від архаїчних уявлень (Латона і Артеміда, Деметра 1 Персефона). Анастасія (Настасія) замінила у народних билинах Персефону, можливо, ще тому, що святкування святої мучениці Анастасії припадало на 15 квітня - - період, близький і до язичницького лельника, і до християнської Паски. Заразом 1з св.Анастасією 15 квітня церква відзначала і мученицю Василису; імена цих перших християнок увійшли у фольклор як імена героїнь чарівних казок: Настасії Прекрасної та Василиси Премудрої. «Чи не ховається за Василисою Премудрою давня Лада- -Латона- Деметра?» - - питає Рибаков. У народній казці розповідається: «Ніде вона із терема не виходила, вільним повітрям не дихала; багато у неї і вбрання кольорового, і каменів дорогих, але царівна нудьгувала: парко їй у теремі, тягарем для неї покрова! Волосся її густе, золотошовкове, нічим не покрите, у косу сплетене, і до самих п'ят, 1 царівну Василису стали ...",,
16.04,,,,
17.04,,"і поширене вірування, що напередодні Нового року можна почути розмову тварин. Однак деякі звірі, птахи, комахи наділяються здатністю говорити не тільки у свято, а й у будь-який час. До таких створінь належать і бджоли. Оберігачами «Божих мух» вважаються св. Зосим 1 Сава. У день св. Зосима Бджоляра (17/30 квітня) виставляли вулики на",,
18.04,ФЕДУЛІВ ДЕНЬ,"едота замети - - довго трави не буде. 31 травня --- Федот Вівсяник. Казали: «Прийде Федот -- останній дубовий лист розів'ється». 20 листопада --- «Федот кригу на кригу наганяє, недбайливого господаря хоч тепер до праці підганяє».",,
19.04,,,,
20.04,КИЛИНИН ДЕНЬ,"37. А.Голан, «Миф и символ», с.218. Н.Марр, «Книжнье логендь(...». В.Иванов, В.Топоров, «Кий», с.648. В.Сокіл, «Народні логонди та перекази українців Карпат», с.125. Ю.Олійник, «До поеми Шамсі Башту», с.78. Р.Кирчів, «Фольклор», с.26. В.Паїк, «Корінь безсмертної України», с.94, 193, КИЛИНИН ДЕНЬ -- 20 квітня. Опівдні цього дня ходять русалки, просячи у людей тканини - - прикрити голе тіло. Вірили, що коли обдарувати русалок хлібом, тканиною, сорочкою або рушничком, то вони убережуть від глибокої води господаря і дітей.",,
21.04,РОДІОН КРИГОЛОМ,"1. П.Ефименко, «О Ярилсе..». Е.Кагаров, «Религия древних славян», с.16. Л.Ссдов, «Рожденис», с.385-386. О.Трубачев, «История славянских терминов...», с. 152-153. В.Комарович, «Культ рода и земли...», Л.Клейн, «Памяти язьтческого бога Рода». В.Иванов, В.Топоров, «Род», с.469. РОДІОН КРИГОЛОМ -- день 21 квітня. Тоді ходили на річку дивитися, як скресає крига. Кидали у воду торішні трави. Прикмета: який день, таке й літо. Ясний день -- і літо гарне, непогожий -- і літо хмурніше. Вважалося, що цього дня Сонце зустрічається з Місяцем.",,
22.04,,"о, красили, тобто прикрашали, своє житло. (Див. ВЕЛИКА СУБОТА, ВЕЛИКДЕНЬ).",,
23.04,ПЕРШИЙ ВИГІН ХУДОБИ,"оду», т. 1, с.340-350. ПЕРШИЙ ВИГІН ХУДОБИ -- весняний обряд, урочисте свято на честь бога родючості, сторожа полів та врожаїв Урай-Рая (св. Юрія). Специфіка вигону худоби на пасовисько пов'язана з магією першого дня, коли особливо велике значення надається продуційним і охоронним діям. У цей день (23 квітня) дорослі не мали права Їсти, не Їв і пастух, аж поки не виженуть худобу. Перед вигоном її потріпували галузками верби, освяченої у Вербну неділю, щоб вовк не з'їв, а худоба була здоровою та молочною. Потім люди йшли в поле «на жита», де спільно просили Бога послати їм добрий урожай. Посеред вигону виставляли застелений білою скатертиною стіл із двома відрами води. Тут же розстеляли ряденце для дарів-приносів пастухам. У складі хресного ходу з хлібом-сіллю хлопці та дівчата йшли в поле з хороводами і танцями, співом веснянок. Коли процесія робила обхід череди, господар обливав священнослужителя, а молодиці -- пастухів та підпасичів водою, бо вода очищує і сприяє доброму приплоду: що...",,
24.04,,,,
25.04,,"зані певні календарні дні. На Здвиження (14 / 27 вересня) ведмідь лягає у барліг. Серед зими на Оксану Веснопровісницю (24 січня / б лютого) або на Спиридона Сонцеворота (12 / 25 грудня) він повертається в барлозі на інший бік, а встає на Благовіщення (25 березня /7 квітня) або у день Водяника (11 /25 квітня). За уявленнями гуцулів, ведмідь виходить із барлогу на Стрітення (2 / 15 лютого) подивитися на Сонце, що «народжується». Якщо у цей день (або на Явдоху Плющиху, І / 14 березня) він побачить свою тінь,  Ведмідь. Худ. Г. Нарбут. 1917",,
26.04,,,,
27.04,,,,
28.04,,,,
29.04,,,,
30.04,Зосима Бджоляра,"Зосима Бджоляр — покровитель усіх, хто любить і тримає бджіл. У народі вірили: він розуміє мову бджоли, і саме в цей день перший раз у році «прокидається вулик». Зосим не просто пасічник — він охоронець гармонії: між людиною, природою і роботою. Його день — як обіцянка майбутнього меду.","— У цей день виставляли вулики на пасіки після зимівлі, бажано — до світанку.
— Господарі обходили вулики з молитвою або піснею, щоб бджоли не роїлися й добре працювали.
— На пасіці не сварилися й не лаялись, бо вірили: бджола чує людське серце.
— Дітям давали по ложці меду — «щоб усе літо були солодкі на душу».","Напередодні перевір пасіку або — у сучасному варіанті — наведи лад у «вулику свого життя». Посуд, що стоїть без діла, речі, які «залежались» — усе має ожити.

Добре заварити трав’яний чай із ложкою меду, прочитати щось спокійне. Якщо немає бджіл — згадай про тих, хто «носе мед у твій дім»: рідних, друзів, навіть себе саму.

День добре зустрічати на природі, або хоча б із відкритим вікном. Весна вже тут — і бджоли це знають першими."
01.05,ВАЛЬПУРГІЄВА НІЧ,"ої медицини українців», 0.27; «Українська народна мсдицина» с.62-63, 98, 224. Б.Успснский, «Филологичсскис разьскания...», с.65, 75, 104, 107, 109, А.Гура, «Символика животньх...», с.31, 85, 87, 97 та ін. С.Толстая, «Беременность», с.160-164. ВАЛЬПУРГІЄВА НІЧ -- найбільший шабаші відьом напередодні 1 травня. Головним місцем їхнього зібрання вважається в Україні Лиса гора під Києвом на лівому боці Дніпра, де колись стояли кумири 1 був центр язичницького культу, тому й відьмам надається епітет київські; у чехів і словаків чародійки злітаються на бабині гори, і частина Карпат між Угорщиною 1 Польщею називається поляками Варбіа бога. За литовським повір'ям, чаклуни і відьми у переддень Купала збираються на вершині пагорба Шатрії (поблизу сучасного м. Шяуляй); у Німеччині це переважно Брокен у горах Гарца. У старому Бостоні (США) відьми збиралися біля «Диявольського ставка», у лісі, якого тепер уже немає. На своїх шабашах відьми з біснуватим насланням танцюють навколо киплячих казанів і чор...",,
02.05,,"--Рівненщина; 3 -- Румунія Дорогоцінним свідченням часової регламентації язичницьких аграрних молитв є календар ІМ ст. із Київщини, Відштамповані на посудині для священної води орнаменти цього календаря визначали дні свят і молінь про дощ протягом усього життя ярових на полі: Свято перших сходів -- 2 травня. З часом замінене святом Бориса і Гліба («Бориса-Хлібника», «Борисів день»). Моління про дощ -- із 20 по 30 травня. Ярилів день -- 4 червня. Моління про дощ -- з І по 20 червня. Свято Купала (пізніше Івана Купала) -- 24 червня. Моління про дощ -- з 4 по б липня. Відбір жертв до свята Перуна -- 12 липня. Моління про дощ -- з 15 по 18 липня. Свято Перуна (день Іллі) -- 20 липня. Початок жнив -- 24 липня. Моління, щоб дощі припинилися.",,
03.05,,,,
04.05,,,,
05.05,,"» з боку молодої. (Див. КУПАЛО, ШЛЮБ, ВЕСІЛЛЯ, ОРГІЯ, ВДОВА, ВЕЧОРНИЦІ).",,
06.05,День святого Георгія,"Святий Георгій у народній традиції — не тільки християнський воїн, а й охоронець природи, покровитель пастухів, захисник від змій. Цей день — межа весни, коли земля вже тепла, трава густа, а сила життя виходить з глибини. Саме тому з ним пов’язували захист від зміїної сили, яка «прокидається» влітку.

А ще — це час магічних обрядів, де босі ноги ставали зв’язком між людиною і землею. Босота — не бідність, а сила обрядового контакту. Тіло ставало закликом до дощу, росту, захисту.","— Не ставали босими ногами на підлогу — вважалось, що той, хто це зробить, улітку зустріне змію.
— В деяких регіонах навпаки — ходили босими навколо хати або по росі, щоби «розбудити врожай».
— Проводились обрядові дії: оббігання дому, оборювання села, викликання дощу, іноді з розподілом ролей — дівчина зелена (як Додола), босі та голі хлопці (як стихійні духи).
— Випасали худобу вперше — день вважався початком пастушого сезону.","Зранку — не ставай одразу босою на підлогу. Постели рушник, вмийся теплою водою з полином чи м’ятою. Якщо можеш — вийди на землю босоніж і пройдися росою. Це буде твоє обрядове очищення.

Можна обійти хату, подумки «захищаючи» її від усього лихого. Запали свічку, принеси в дім гілочку свіжої трави — вона буде як символ Додолиного покрову.

Це день сили — земної, тілесної, природної. Вітається будь-який контакт із землею: садіння, прогулянка, танець, навіть стрибки."
07.05,ОВСПВ ДЕНЬ,"мний псриод ...», с.69-70, 128. Б.Рьбаков, «Язьчество древних славян», с.430, 516. М.Чмихов, «Від Яйця-райця до ідсі Спасителя», с.293. И.Худяков, «Великорусскис сказки...», с.60. А.Голан, «Миф и символ», с.112, 117. Г.Ільїнський, «Що такс Овсень?» В.Иванов, В.Топоров, «Авсень», с.29. ОВСПВ ДЕНЬ -- 7 травня, Цей день вважали придатним для сівби вівса, а також закликали землю і воду «відвідати муки-хвороби від кожної утроби».",,
08.05,,"ский, «Филологическиєе разьткания...». В.Йванов, В.Топоров, «Никола», с.217. М.Міщенко, «Народний календар», с.19, 123. Н.Матвссва, «Солицоеворот...», с.5052, 194-196. В.Скуратівський, «Дідух», с.126. МИКОЛИН БАТЬКО. Досить характерним було напередодні Миколиного дня відзначати «Миколиного батька» (8 травня 1 5 грудня). Стосунки Миколиного батька і Миколи можуть зіставлятися із відносинами старого Бадняка і молодого Божича, які у свою чергу виражають певне «тертя» між Перуном 1 Велесом. Показове у цьому плані є уявлення про сварку Миколиного батька з Миколою, що знайшло своє відображення у легендах. Слідзазначити, що Святки, які знаменують Різдвяний піст, у багатьох місцевостях починаються не з Різдва, а саме з Миколиного дня, тобто на цей день переносяться усі функції Різдва Христового. На цих «Миколиних святках» їдять кутю з узваром, тобто ритуальну їжу, яку споживають тільки на Святий вечір. (Див. МИКОЛА ДОБРИЙ, РІЗДВО, БАДНЯК, ПЕРУН, ВЕЛЕС, СВЯТИЙ ВЕЧІР).",,
09.05,,"Доброго (Милосердного, Милостивого). О. Афанасьєв зазначає, що на Миколу перенесені давньоязичницькі уявлення про морського бога (власне, господаря дощового моря). Оскільки він помічник 1 охоронець на воді, Його називають ще Морським 1 Мокрим. Святкують Миколу Зимового (6 / 19 грудня) 1 Весняного (9 / 22 травня). Колись Холодний Микола (а він славився приморозками) вважався одним із головних зимових свят. Він був немовби нашим Дідом Морозом. Усіляко сприяв молодятам, був улюбленцем дітлахів: коли вони спали, він тихенько роздавав їм подарунки. На Зимового Миколу варили пиво: на Варвари вчиняли суміш, а на Миколу заварювали та скликали гостей. Вважалося, що від Зимового Миколи до свята Різдва Божича-Сонця -- найсприятливіша пора для варіння пива. В одній колядці це представляється як один із тих сакральних звичаїв, на яких «держиться світ», 1 всі біди в світі від того, що цей звичай люди забувають: Чому так нема, як було давно, Як було давно, а з первовіку: Святим Миколам пива не варять...",,
10.05,ОРАЧ,"крестная сила», с.409-410. Н.Гоголь, «Заметки по фольклору», с.13-14. И.Снегирсв, «Русскиє простонароднье праздники...», ч. 2, с.61-67. О.Боряк, «Ткацтво в обрядах...», с.73, 75. М.Міщенко, «Народний календар», с.96. В.Скуратівський, «Русалії», с.451, 626-625; «Дідух», с.206-210. СЕМЕН-ОРАЧ -- день 10 травня. Тоді виганяли 1з двору духів, що вийшли з відкритої землі й прибрали звірячу чи пташину подобу.",,
11.05,МАТИ,"лу, примушували роззуватися і витрушувати із взуття землю; ніхто Із домашніх не наважувався до неї торкатися. (Див. МОГИЛА, МАТИ -- СИРА ЗЕМЛЯ).",,
12.05,РОСЛИНИ ТА КВІТИ,"в три палички, з яких сини дістали в дар коней: вороного, гнідого і золотого. На золотому коні Терешко й доскочив до палацу царівни і став царем. За віруваннями скіфів, місце перебування душ під землею огороджене плотом з дев'ятьма воротами. На дев'ятий день Бог наказує ангелам показати душі пекло. 12 травня був звичай замовляти від дев'яти напастей: щоб кров не сушили, по жилах не ходили, пухлин не наводили, кісток не ломили, суглобів не крутили іт. д. (Див. РОД, АНГЕЛ, МИТАРСТВА, ПЕКЛО, ДУША, ПЕРУН, ЯРИЛИНЕ СВЯТО, ЯРЧУК, РОСЛИНИ ТА КВІТИ -- Парило).",,
13.05,КОМАРНИЦЯ,"красними днями, східний -- на різні хвороби. 18/31 жовтня -- Лука-осінній лікує всі недуги. Лука-- один із 12-ти апостолів, лікар, іконописець, автор одного з Євангелій. ЛТіт.: Г.Дьяченко, «Полньй церковно-славянский словарь», с.287. М.Міщенко, «Народний календар», с.63, 104. ЛУКЕРІЯ-КОМАРНИЦЯ --- 13/26 травня. Якщо цього дня з'являються комарі -- наступного дня чекають прильоту ластівок 1 стрижів.",,
14.05,,- 12 вересня. Липа: 11 -- 20 березня; 13 - - 22 вересня. Дуб: 21 березня (день весняного рівнодення). Ліщина: 22 -- 31 березня; 24 вересня - - 3 жовтня. Горобина: 1 -- 10 квітня; 4-- 13 жовтня. Клен: 11 -- 20 квітня; 14 - - 23 жовтня. Горіх: 21 -- 30 квітня; 24 жовтня -- 2 листопада. Жасмин: 1 - - 14 травня; 3 - - ІІ листопада. Каштан: 15 - - 24 травня; 12 -- 21 листопада. Ясен: 25 травня - - З червня; 22 листопада - - І грудня. Граб: 4 -- 13 червня; 2 -- 11 грудня. Береза: 21-22 червня (день літнього сонцестояння). Бук: 21 - - 22 грудня (день зимового сонцестояння).,,
